INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT
22;22.10.2020 0:00:00;2;610000;22088
23;22.10.2020 0:00:00;2;610000;22231
0;23.10.2020 0:00:00;2;610000;22209
1;23.10.2020 0:00:00;2;610000;22845
2;23.10.2020 0:00:00;2;610000;23788
3;23.10.2020 0:00:00;2;610000;24407
4;23.10.2020 0:00:00;2;610000;24898
5;23.10.2020 0:00:00;2;610000;25133
6;23.10.2020 0:00:00;2;610000;25028
7;23.10.2020 0:00:00;2;610000;24916
8;23.10.2020 0:00:00;2;610000;24904
9;23.10.2020 0:00:00;2;610000;24986
10;23.10.2020 0:00:00;2;610000;24726
11;23.10.2020 0:00:00;2;610000;24748
12;23.10.2020 0:00:00;2;610000;25106
13;23.10.2020 0:00:00;2;610000;25403
14;23.10.2020 0:00:00;2;610000;25427
15;23.10.2020 0:00:00;2;610000;25168
16;23.10.2020 0:00:00;2;610000;25057
17;23.10.2020 0:00:00;2;610000;24580
18;23.10.2020 0:00:00;2;610000;23964
19;23.10.2020 0:00:00;2;610000;23095
20;23.10.2020 0:00:00;2;610000;22707
21;23.10.2020 0:00:00;2;610000;22458
22;23.10.2020 0:00:00;2;610000;22423
23;23.10.2020 0:00:00;2;610000;22647
0;24.10.2020 0:00:00;2;610000;22454
1;24.10.2020 0:00:00;2;610000;22879
2;24.10.2020 0:00:00;2;610000;23395
3;24.10.2020 0:00:00;2;610000;23926
4;24.10.2020 0:00:00;2;610000;24694
5;24.10.2020 0:00:00;2;610000;25185
6;24.10.2020 0:00:00;2;610000;25207
7;24.10.2020 0:00:00;2;610000;25144
8;24.10.2020 0:00:00;2;610000;25165
9;24.10.2020 0:00:00;2;610000;25154
10;24.10.2020 0:00:00;2;610000;25045
11;24.10.2020 0:00:00;2;610000;25101
12;24.10.2020 0:00:00;2;610000;25300
13;24.10.2020 0:00:00;2;610000;25644
14;24.10.2020 0:00:00;2;610000;25833
15;24.10.2020 0:00:00;2;610000;25404
16;24.10.2020 0:00:00;2;610000;25043
17;24.10.2020 0:00:00;2;610000;24633
18;24.10.2020 0:00:00;2;610000;23937
19;24.10.2020 0:00:00;2;610000;23419
20;24.10.2020 0:00:00;2;610000;22896
21;24.10.2020 0:00:00;2;610000;22772
22;24.10.2020 0:00:00;2;610000;22473
23;24.10.2020 0:00:00;2;610000;22411
0;25.10.2020 0:00:00;2;610000;22487
1;25.10.2020 0:00:00;2;610000;22934
2;25.10.2020 0:00:00;2;610000;23193
3;25.10.2020 0:00:00;2;610000;23725
4;25.10.2020 0:00:00;2;610000;24458
5;25.10.2020 0:00:00;2;610000;25090
6;25.10.2020 0:00:00;2;610000;25128
7;25.10.2020 0:00:00;2;610000;25335
8;25.10.2020 0:00:00;2;610000;25350
9;25.10.2020 0:00:00;2;610000;25414
10;25.10.2020 0:00:00;2;610000;25295
11;25.10.2020 0:00:00;2;610000;25415
12;25.10.2020 0:00:00;2;610000;25617
13;25.10.2020 0:00:00;2;610000;26077
14;25.10.2020 0:00:00;2;610000;26046
15;25.10.2020 0:00:00;2;610000;25773
16;25.10.2020 0:00:00;2;610000;25387
17;25.10.2020 0:00:00;2;610000;24915
18;25.10.2020 0:00:00;2;610000;24070
19;25.10.2020 0:00:00;2;610000;23479
20;25.10.2020 0:00:00;2;610000;23046
21;25.10.2020 0:00:00;2;610000;22845
22;25.10.2020 0:00:00;2;610000;22738
23;25.10.2020 0:00:00;2;610000;22651
0;26.10.2020 0:00:00;2;610000;22719
1;26.10.2020 0:00:00;2;610000;23332
2;26.10.2020 0:00:00;2;610000;24277
3;26.10.2020 0:00:00;2;610000;24934
4;26.10.2020 0:00:00;2;610000;25556
5;26.10.2020 0:00:00;2;610000;25993
6;26.10.2020 0:00:00;2;610000;25764
7;26.10.2020 0:00:00;2;610000;25763
8;26.10.2020 0:00:00;2;610000;25785
9;26.10.2020 0:00:00;2;610000;25753
10;26.10.2020 0:00:00;2;610000;25847
11;26.10.2020 0:00:00;2;610000;25628
12;26.10.2020 0:00:00;2;610000;25805
13;26.10.2020 0:00:00;2;610000;26346
14;26.10.2020 0:00:00;2;610000;26293
15;26.10.2020 0:00:00;2;610000;25743
16;26.10.2020 0:00:00;2;610000;25504
17;26.10.2020 0:00:00;2;610000;24950
18;26.10.2020 0:00:00;2;610000;24262
19;26.10.2020 0:00:00;2;610000;23359
20;26.10.2020 0:00:00;2;610000;23153
21;26.10.2020 0:00:00;2;610000;23092
22;26.10.2020 0:00:00;2;610000;22822
23;26.10.2020 0:00:00;2;610000;22864
0;27.10.2020 0:00:00;2;610000;23030
1;27.10.2020 0:00:00;2;610000;23693
2;27.10.2020 0:00:00;2;610000;24432
3;27.10.2020 0:00:00;2;610000;24742
4;27.10.2020 0:00:00;2;610000;25619
5;27.10.2020 0:00:00;2;610000;25990
6;27.10.2020 0:00:00;2;610000;25618
7;27.10.2020 0:00:00;2;610000;25485
8;27.10.2020 0:00:00;2;610000;25528
9;27.10.2020 0:00:00;2;610000;25432
10;27.10.2020 0:00:00;2;610000;24575
11;27.10.2020 0:00:00;2;610000;25291
12;27.10.2020 0:00:00;2;610000;25538
13;27.10.2020 0:00:00;2;610000;25923
14;27.10.2020 0:00:00;2;610000;25997
15;27.10.2020 0:00:00;2;610000;25579
16;27.10.2020 0:00:00;2;610000;25342
17;27.10.2020 0:00:00;2;610000;24831
18;27.10.2020 0:00:00;2;610000;24067
19;27.10.2020 0:00:00;2;610000;23303
20;27.10.2020 0:00:00;2;610000;22765
21;27.10.2020 0:00:00;2;610000;22647
22;27.10.2020 0:00:00;2;610000;22625
23;27.10.2020 0:00:00;2;610000;22584
0;28.10.2020 0:00:00;2;610000;22751
1;28.10.2020 0:00:00;2;610000;23333
2;28.10.2020 0:00:00;2;610000;23894
3;28.10.2020 0:00:00;2;610000;24574
4;28.10.2020 0:00:00;2;610000;25261
5;28.10.2020 0:00:00;2;610000;25543
6;28.10.2020 0:00:00;2;610000;25593
7;28.10.2020 0:00:00;2;610000;25510
8;28.10.2020 0:00:00;2;610000;25620
9;28.10.2020 0:00:00;2;610000;25365
10;28.10.2020 0:00:00;2;610000;25379
11;28.10.2020 0:00:00;2;610000;25375
12;28.10.2020 0:00:00;2;610000;25799
13;28.10.2020 0:00:00;2;610000;26087
14;28.10.2020 0:00:00;2;610000;26150
15;28.10.2020 0:00:00;2;610000;25601
16;28.10.2020 0:00:00;2;610000;25456
17;28.10.2020 0:00:00;2;610000;25052
18;28.10.2020 0:00:00;2;610000;24141
19;28.10.2020 0:00:00;2;610000;23524
20;28.10.2020 0:00:00;2;610000;23072
21;28.10.2020 0:00:00;2;610000;22880
22;28.10.2020 0:00:00;2;610000;22729
23;28.10.2020 0:00:00;2;610000;22765
0;29.10.2020 0:00:00;2;610000;22901
1;29.10.2020 0:00:00;2;610000;23498
2;29.10.2020 0:00:00;2;610000;24187
3;29.10.2020 0:00:00;2;610000;24796
4;29.10.2020 0:00:00;2;610000;25542
5;29.10.2020 0:00:00;2;610000;25935
6;29.10.2020 0:00:00;2;610000;25865
7;29.10.2020 0:00:00;2;610000;25789
8;29.10.2020 0:00:00;2;610000;25812
9;29.10.2020 0:00:00;2;610000;25596
10;29.10.2020 0:00:00;2;610000;25691
11;29.10.2020 0:00:00;2;610000;25489
12;29.10.2020 0:00:00;2;610000;26156
13;29.10.2020 0:00:00;2;610000;26260
14;29.10.2020 0:00:00;2;610000;26313
15;29.10.2020 0:00:00;2;610000;25799
16;29.10.2020 0:00:00;2;610000;25688
17;29.10.2020 0:00:00;2;610000;25069
18;29.10.2020 0:00:00;2;610000;24478
19;29.10.2020 0:00:00;2;610000;23724
20;29.10.2020 0:00:00;2;610000;23242
21;29.10.2020 0:00:00;2;610000;23159
22;29.10.2020 0:00:00;2;610000;22915
23;29.10.2020 0:00:00;2;610000;22812
0;30.10.2020 0:00:00;2;610000;23023
1;30.10.2020 0:00:00;2;610000;23611
2;30.10.2020 0:00:00;2;610000;24289
3;30.10.2020 0:00:00;2;610000;25041
4;30.10.2020 0:00:00;2;610000;25769
5;30.10.2020 0:00:00;2;610000;26104
6;30.10.2020 0:00:00;2;610000;25984
7;30.10.2020 0:00:00;2;610000;25886
8;30.10.2020 0:00:00;2;610000;25813
9;30.10.2020 0:00:00;2;610000;25830
10;30.10.2020 0:00:00;2;610000;25795
11;30.10.2020 0:00:00;2;610000;25809
12;30.10.2020 0:00:00;2;610000;25845
13;30.10.2020 0:00:00;2;610000;26555
14;30.10.2020 0:00:00;2;610000;26136
15;30.10.2020 0:00:00;2;610000;25791
16;30.10.2020 0:00:00;2;610000;25449
17;30.10.2020 0:00:00;2;610000;25064
18;30.10.2020 0:00:00;2;610000;24607
19;30.10.2020 0:00:00;2;610000;23792
20;30.10.2020 0:00:00;2;610000;23263
21;30.10.2020 0:00:00;2;610000;23102
22;30.10.2020 0:00:00;2;610000;23209
23;30.10.2020 0:00:00;2;610000;23051
0;31.10.2020 0:00:00;2;610000;23066
1;31.10.2020 0:00:00;2;610000;23458
2;31.10.2020 0:00:00;2;610000;23865
3;31.10.2020 0:00:00;2;610000;24145
4;31.10.2020 0:00:00;2;610000;24878
5;31.10.2020 0:00:00;2;610000;25454
6;31.10.2020 0:00:00;2;610000;25489
7;31.10.2020 0:00:00;2;610000;25515
8;31.10.2020 0:00:00;2;610000;25403
9;31.10.2020 0:00:00;2;610000;25443
10;31.10.2020 0:00:00;2;610000;25373
11;31.10.2020 0:00:00;2;610000;25628
12;31.10.2020 0:00:00;2;610000;25942
13;31.10.2020 0:00:00;2;610000;26163
14;31.10.2020 0:00:00;2;610000;26075
15;31.10.2020 0:00:00;2;610000;25674
16;31.10.2020 0:00:00;2;610000;25575
17;31.10.2020 0:00:00;2;610000;25060
18;31.10.2020 0:00:00;2;610000;24540
19;31.10.2020 0:00:00;2;610000;23763
20;31.10.2020 0:00:00;2;610000;23312
21;31.10.2020 0:00:00;2;610000;23022
22;31.10.2020 0:00:00;2;610000;22946
23;31.10.2020 0:00:00;2;610000;22812
0;01.11.2020 0:00:00;2;610000;22745
1;01.11.2020 0:00:00;2;610000;23047
2;01.11.2020 0:00:00;2;610000;23339
3;01.11.2020 0:00:00;2;610000;23984
4;01.11.2020 0:00:00;2;610000;24714
5;01.11.2020 0:00:00;2;610000;25420
6;01.11.2020 0:00:00;2;610000;25567
7;01.11.2020 0:00:00;2;610000;25469
8;01.11.2020 0:00:00;2;610000;25474
9;01.11.2020 0:00:00;2;610000;25426
10;01.11.2020 0:00:00;2;610000;25351
11;01.11.2020 0:00:00;2;610000;25443
12;01.11.2020 0:00:00;2;610000;25648
13;01.11.2020 0:00:00;2;610000;26276
14;01.11.2020 0:00:00;2;610000;26179
15;01.11.2020 0:00:00;2;610000;25758
16;01.11.2020 0:00:00;2;610000;25549
17;01.11.2020 0:00:00;2;610000;25065
18;01.11.2020 0:00:00;2;610000;24507
19;01.11.2020 0:00:00;2;610000;23707
20;01.11.2020 0:00:00;2;610000;23389
21;01.11.2020 0:00:00;2;610000;23166
22;01.11.2020 0:00:00;2;610000;22767
23;01.11.2020 0:00:00;2;610000;22860
0;02.11.2020 0:00:00;2;610000;23072
1;02.11.2020 0:00:00;2;610000;23713
2;02.11.2020 0:00:00;2;610000;24577
3;02.11.2020 0:00:00;2;610000;25149
4;02.11.2020 0:00:00;2;610000;25835
5;02.11.2020 0:00:00;2;610000;26084
6;02.11.2020 0:00:00;2;610000;25962
7;02.11.2020 0:00:00;2;610000;25891
8;02.11.2020 0:00:00;2;610000;25838
9;02.11.2020 0:00:00;2;610000;25772
10;02.11.2020 0:00:00;2;610000;25725
11;02.11.2020 0:00:00;2;610000;25899
12;02.11.2020 0:00:00;2;610000;26064
13;02.11.2020 0:00:00;2;610000;26497
14;02.11.2020 0:00:00;2;610000;26261
15;02.11.2020 0:00:00;2;610000;25799
16;02.11.2020 0:00:00;2;610000;25591
17;02.11.2020 0:00:00;2;610000;25094
18;02.11.2020 0:00:00;2;610000;24365
19;02.11.2020 0:00:00;2;610000;23712
20;02.11.2020 0:00:00;2;610000;23160
21;02.11.2020 0:00:00;2;610000;23126
22;02.11.2020 0:00:00;2;610000;22862
23;02.11.2020 0:00:00;2;610000;23152
0;03.11.2020 0:00:00;2;610000;23292
1;03.11.2020 0:00:00;2;610000;23667
2;03.11.2020 0:00:00;2;610000;24367
3;03.11.2020 0:00:00;2;610000;25034
4;03.11.2020 0:00:00;2;610000;25472
5;03.11.2020 0:00:00;2;610000;25814
6;03.11.2020 0:00:00;2;610000;25830
7;03.11.2020 0:00:00;2;610000;25433
8;03.11.2020 0:00:00;2;610000;25420
9;03.11.2020 0:00:00;2;610000;25761
10;03.11.2020 0:00:00;2;610000;25644
11;03.11.2020 0:00:00;2;610000;25861
12;03.11.2020 0:00:00;2;610000;25913
13;03.11.2020 0:00:00;2;610000;26308
14;03.11.2020 0:00:00;2;610000;26234
15;03.11.2020 0:00:00;2;610000;25553
16;03.11.2020 0:00:00;2;610000;25489
17;03.11.2020 0:00:00;2;610000;25078
18;03.11.2020 0:00:00;2;610000;24533
19;03.11.2020 0:00:00;2;610000;23860
20;03.11.2020 0:00:00;2;610000;23381
21;03.11.2020 0:00:00;2;610000;23255
22;03.11.2020 0:00:00;2;610000;23058
23;03.11.2020 0:00:00;2;610000;23153
0;04.11.2020 0:00:00;2;610000;23203
1;04.11.2020 0:00:00;2;610000;23415
2;04.11.2020 0:00:00;2;610000;23972
3;04.11.2020 0:00:00;2;610000;24344
4;04.11.2020 0:00:00;2;610000;25045
5;04.11.2020 0:00:00;2;610000;25767
6;04.11.2020 0:00:00;2;610000;25918
7;04.11.2020 0:00:00;2;610000;25782
8;04.11.2020 0:00:00;2;610000;25921
9;04.11.2020 0:00:00;2;610000;25592
10;04.11.2020 0:00:00;2;610000;25468
11;04.11.2020 0:00:00;2;610000;25845
12;04.11.2020 0:00:00;2;610000;26092
13;04.11.2020 0:00:00;2;610000;26563
14;04.11.2020 0:00:00;2;610000;26434
15;04.11.2020 0:00:00;2;610000;26099
16;04.11.2020 0:00:00;2;610000;25846
17;04.11.2020 0:00:00;2;610000;25179
18;04.11.2020 0:00:00;2;610000;24431
19;04.11.2020 0:00:00;2;610000;23807
20;04.11.2020 0:00:00;2;610000;23507
21;04.11.2020 0:00:00;2;610000;23101
22;04.11.2020 0:00:00;2;610000;22933
23;04.11.2020 0:00:00;2;610000;23127
0;05.11.2020 0:00:00;2;610000;23102
1;05.11.2020 0:00:00;2;610000;23674
2;05.11.2020 0:00:00;2;610000;24362
3;05.11.2020 0:00:00;2;610000;24983
4;05.11.2020 0:00:00;2;610000;25804
5;05.11.2020 0:00:00;2;610000;26083
6;05.11.2020 0:00:00;2;610000;26048
7;05.11.2020 0:00:00;2;610000;25927
8;05.11.2020 0:00:00;2;610000;25816
9;05.11.2020 0:00:00;2;610000;25849
10;05.11.2020 0:00:00;2;610000;25768
11;05.11.2020 0:00:00;2;610000;25977
12;05.11.2020 0:00:00;2;610000;26341
13;05.11.2020 0:00:00;2;610000;26579
14;05.11.2020 0:00:00;2;610000;26603
15;05.11.2020 0:00:00;2;610000;26154
16;05.11.2020 0:00:00;2;610000;25860
17;05.11.2020 0:00:00;2;610000;25377
18;05.11.2020 0:00:00;2;610000;24645
19;05.11.2020 0:00:00;2;610000;23864
20;05.11.2020 0:00:00;2;610000;23638
21;05.11.2020 0:00:00;2;610000;23369
22;05.11.2020 0:00:00;2;610000;23093
23;05.11.2020 0:00:00;2;610000;23045
0;06.11.2020 0:00:00;2;610000;23048
1;06.11.2020 0:00:00;2;610000;23740
2;06.11.2020 0:00:00;2;610000;24581
3;06.11.2020 0:00:00;2;610000;24936
4;06.11.2020 0:00:00;2;610000;25664
5;06.11.2020 0:00:00;2;610000;25878
6;06.11.2020 0:00:00;2;610000;26069
7;06.11.2020 0:00:00;2;610000;25891
8;06.11.2020 0:00:00;2;610000;25803
9;06.11.2020 0:00:00;2;610000;25863
10;06.11.2020 0:00:00;2;610000;25650
11;06.11.2020 0:00:00;2;610000;25884
12;06.11.2020 0:00:00;2;610000;26012
13;06.11.2020 0:00:00;2;610000;26367
14;06.11.2020 0:00:00;2;610000;26330
15;06.11.2020 0:00:00;2;610000;25790
16;06.11.2020 0:00:00;2;610000;25581
17;06.11.2020 0:00:00;2;610000;25304
18;06.11.2020 0:00:00;2;610000;24593
19;06.11.2020 0:00:00;2;610000;23803
20;06.11.2020 0:00:00;2;610000;23506
21;06.11.2020 0:00:00;2;610000;23350
22;06.11.2020 0:00:00;2;610000;23276
23;06.11.2020 0:00:00;2;610000;23055
0;07.11.2020 0:00:00;2;610000;23114
1;07.11.2020 0:00:00;2;610000;23167
2;07.11.2020 0:00:00;2;610000;23678
3;07.11.2020 0:00:00;2;610000;24263
4;07.11.2020 0:00:00;2;610000;25193
5;07.11.2020 0:00:00;2;610000;25758
6;07.11.2020 0:00:00;2;610000;25946
7;07.11.2020 0:00:00;2;610000;25801
8;07.11.2020 0:00:00;2;610000;25721
9;07.11.2020 0:00:00;2;610000;25580
10;07.11.2020 0:00:00;2;610000;25661
11;07.11.2020 0:00:00;2;610000;25758
12;07.11.2020 0:00:00;2;610000;26065
13;07.11.2020 0:00:00;2;610000;26307
14;07.11.2020 0:00:00;2;610000;26355
15;07.11.2020 0:00:00;2;610000;25925
16;07.11.2020 0:00:00;2;610000;25659
17;07.11.2020 0:00:00;2;610000;25239
18;07.11.2020 0:00:00;2;610000;24491
19;07.11.2020 0:00:00;2;610000;23819
20;07.11.2020 0:00:00;2;610000;23485
21;07.11.2020 0:00:00;2;610000;23297
22;07.11.2020 0:00:00;2;610000;23139
23;07.11.2020 0:00:00;2;610000;22880
0;08.11.2020 0:00:00;2;610000;22950
1;08.11.2020 0:00:00;2;610000;23113
2;08.11.2020 0:00:00;2;610000;23445
3;08.11.2020 0:00:00;2;610000;23774
4;08.11.2020 0:00:00;2;610000;24529
5;08.11.2020 0:00:00;2;610000;25236
6;08.11.2020 0:00:00;2;610000;25471
7;08.11.2020 0:00:00;2;610000;25333
8;08.11.2020 0:00:00;2;610000;25357
9;08.11.2020 0:00:00;2;610000;25396
10;08.11.2020 0:00:00;2;610000;25172
11;08.11.2020 0:00:00;2;610000;25417
12;08.11.2020 0:00:00;2;610000;25676
13;08.11.2020 0:00:00;2;610000;26139
14;08.11.2020 0:00:00;2;610000;25989
15;08.11.2020 0:00:00;2;610000;25787
16;08.11.2020 0:00:00;2;610000;25329
17;08.11.2020 0:00:00;2;610000;24763
18;08.11.2020 0:00:00;2;610000;24200
19;08.11.2020 0:00:00;2;610000;23590
20;08.11.2020 0:00:00;2;610000;23095
21;08.11.2020 0:00:00;2;610000;22835
22;08.11.2020 0:00:00;2;610000;22713
23;08.11.2020 0:00:00;2;610000;22592
0;09.11.2020 0:00:00;2;610000;22813
1;09.11.2020 0:00:00;2;610000;23302
2;09.11.2020 0:00:00;2;610000;24278
3;09.11.2020 0:00:00;2;610000;24795
4;09.11.2020 0:00:00;2;610000;25294
5;09.11.2020 0:00:00;2;610000;25825
6;09.11.2020 0:00:00;2;610000;25621
7;09.11.2020 0:00:00;2;610000;25563
8;09.11.2020 0:00:00;2;610000;25566
9;09.11.2020 0:00:00;2;610000;25629
10;09.11.2020 0:00:00;2;610000;25573
11;09.11.2020 0:00:00;2;610000;25763
12;09.11.2020 0:00:00;2;610000;25867
13;09.11.2020 0:00:00;2;610000;26337
14;09.11.2020 0:00:00;2;610000;26062
15;09.11.2020 0:00:00;2;610000;25756
16;09.11.2020 0:00:00;2;610000;25353
17;09.11.2020 0:00:00;2;610000;24966
18;09.11.2020 0:00:00;2;610000;24092
19;09.11.2020 0:00:00;2;610000;23659
20;09.11.2020 0:00:00;2;610000;23166
21;09.11.2020 0:00:00;2;610000;22973
22;09.11.2020 0:00:00;2;610000;22987
23;09.11.2020 0:00:00;2;610000;22868
0;10.11.2020 0:00:00;2;610000;23019
1;10.11.2020 0:00:00;2;610000;23511
2;10.11.2020 0:00:00;2;610000;24332
3;10.11.2020 0:00:00;2;610000;24908
4;10.11.2020 0:00:00;2;610000;25634
5;10.11.2020 0:00:00;2;610000;26042
6;10.11.2020 0:00:00;2;610000;25864
7;10.11.2020 0:00:00;2;610000;25602
8;10.11.2020 0:00:00;2;610000;25856
9;10.11.2020 0:00:00;2;610000;25641
10;10.11.2020 0:00:00;2;610000;25534
11;10.11.2020 0:00:00;2;610000;25661
12;10.11.2020 0:00:00;2;610000;26084
13;10.11.2020 0:00:00;2;610000;26270
14;10.11.2020 0:00:00;2;610000;26261
15;10.11.2020 0:00:00;2;610000;25620
16;10.11.2020 0:00:00;2;610000;25531
17;10.11.2020 0:00:00;2;610000;25030
18;10.11.2020 0:00:00;2;610000;24332
19;10.11.2020 0:00:00;2;610000;23803
20;10.11.2020 0:00:00;2;610000;23250
21;10.11.2020 0:00:00;2;610000;23080
22;10.11.2020 0:00:00;2;610000;22913
23;10.11.2020 0:00:00;2;610000;23067
0;11.11.2020 0:00:00;2;610000;22966
1;11.11.2020 0:00:00;2;610000;23543
2;11.11.2020 0:00:00;2;610000;24320
3;11.11.2020 0:00:00;2;610000;25081
4;11.11.2020 0:00:00;2;610000;25608
5;11.11.2020 0:00:00;2;610000;25999
6;11.11.2020 0:00:00;2;610000;26024
7;11.11.2020 0:00:00;2;610000;25802
8;11.11.2020 0:00:00;2;610000;25868
9;11.11.2020 0:00:00;2;610000;25841
10;11.11.2020 0:00:00;2;610000;25820
11;11.11.2020 0:00:00;2;610000;25890
12;11.11.2020 0:00:00;2;610000;26348
13;11.11.2020 0:00:00;2;610000;26593
14;11.11.2020 0:00:00;2;610000;26329
15;11.11.2020 0:00:00;2;610000;25978
16;11.11.2020 0:00:00;2;610000;25820
17;11.11.2020 0:00:00;2;610000;25280
18;11.11.2020 0:00:00;2;610000;24558
19;11.11.2020 0:00:00;2;610000;23764
20;11.11.2020 0:00:00;2;610000;23583
21;11.11.2020 0:00:00;2;610000;23271
22;11.11.2020 0:00:00;2;610000;23219
23;11.11.2020 0:00:00;2;610000;23161
0;12.11.2020 0:00:00;2;610000;23300
1;12.11.2020 0:00:00;2;610000;23834
2;12.11.2020 0:00:00;2;610000;24535
3;12.11.2020 0:00:00;2;610000;25093
4;12.11.2020 0:00:00;2;610000;25759
5;12.11.2020 0:00:00;2;610000;26022
6;12.11.2020 0:00:00;2;610000;25874
7;12.11.2020 0:00:00;2;610000;25792
8;12.11.2020 0:00:00;2;610000;25868
9;12.11.2020 0:00:00;2;610000;25907
10;12.11.2020 0:00:00;2;610000;25710
11;12.11.2020 0:00:00;2;610000;25837
12;12.11.2020 0:00:00;2;610000;26143
13;12.11.2020 0:00:00;2;610000;26680
14;12.11.2020 0:00:00;2;610000;26668
15;12.11.2020 0:00:00;2;610000;26188
16;12.11.2020 0:00:00;2;610000;25896
17;12.11.2020 0:00:00;2;610000;25451
18;12.11.2020 0:00:00;2;610000;24809
19;12.11.2020 0:00:00;2;610000;24017
20;12.11.2020 0:00:00;2;610000;23565
21;12.11.2020 0:00:00;2;610000;23377
22;12.11.2020 0:00:00;2;610000;23088
23;12.11.2020 0:00:00;2;610000;23127
0;13.11.2020 0:00:00;2;610000;23293
1;13.11.2020 0:00:00;2;610000;23946
2;13.11.2020 0:00:00;2;610000;24954
3;13.11.2020 0:00:00;2;610000;25280
4;13.11.2020 0:00:00;2;610000;25961
5;13.11.2020 0:00:00;2;610000;26311
6;13.11.2020 0:00:00;2;610000;26211
7;13.11.2020 0:00:00;2;610000;25846
8;13.11.2020 0:00:00;2;610000;26149
9;13.11.2020 0:00:00;2;610000;25990
10;13.11.2020 0:00:00;2;610000;25863
11;13.11.2020 0:00:00;2;610000;25835
12;13.11.2020 0:00:00;2;610000;26121
13;13.11.2020 0:00:00;2;610000;26529
14;13.11.2020 0:00:00;2;610000;26430
15;13.11.2020 0:00:00;2;610000;25818
16;13.11.2020 0:00:00;2;610000;25769
17;13.11.2020 0:00:00;2;610000;25345
18;13.11.2020 0:00:00;2;610000;24835
19;13.11.2020 0:00:00;2;610000;24374
20;13.11.2020 0:00:00;2;610000;23716
21;13.11.2020 0:00:00;2;610000;23672
22;13.11.2020 0:00:00;2;610000;23448
23;13.11.2020 0:00:00;2;610000;23245
0;14.11.2020 0:00:00;2;610000;23539
1;14.11.2020 0:00:00;2;610000;23694
2;14.11.2020 0:00:00;2;610000;24055
3;14.11.2020 0:00:00;2;610000;24458
4;14.11.2020 0:00:00;2;610000;25449
5;14.11.2020 0:00:00;2;610000;25864
6;14.11.2020 0:00:00;2;610000;25792
7;14.11.2020 0:00:00;2;610000;25757
8;14.11.2020 0:00:00;2;610000;25875
9;14.11.2020 0:00:00;2;610000;25492
10;14.11.2020 0:00:00;2;610000;25692
11;14.11.2020 0:00:00;2;610000;25777
12;14.11.2020 0:00:00;2;610000;26165
13;14.11.2020 0:00:00;2;610000;26710
14;14.11.2020 0:00:00;2;610000;26654
15;14.11.2020 0:00:00;2;610000;26100
16;14.11.2020 0:00:00;2;610000;25786
17;14.11.2020 0:00:00;2;610000;25335
18;14.11.2020 0:00:00;2;610000;24991
19;14.11.2020 0:00:00;2;610000;24236
20;14.11.2020 0:00:00;2;610000;23810
21;14.11.2020 0:00:00;2;610000;23536
22;14.11.2020 0:00:00;2;610000;23591
23;14.11.2020 0:00:00;2;610000;23410
0;15.11.2020 0:00:00;2;610000;23456
1;15.11.2020 0:00:00;2;610000;23582
2;15.11.2020 0:00:00;2;610000;24173
3;15.11.2020 0:00:00;2;610000;24530
4;15.11.2020 0:00:00;2;610000;25298
5;15.11.2020 0:00:00;2;610000;25956
6;15.11.2020 0:00:00;2;610000;26047
7;15.11.2020 0:00:00;2;610000;26159
8;15.11.2020 0:00:00;2;610000;25915
9;15.11.2020 0:00:00;2;610000;25782
10;15.11.2020 0:00:00;2;610000;25534
11;15.11.2020 0:00:00;2;610000;25947
12;15.11.2020 0:00:00;2;610000;26233
13;15.11.2020 0:00:00;2;610000;26707
14;15.11.2020 0:00:00;2;610000;26727
15;15.11.2020 0:00:00;2;610000;26349
16;15.11.2020 0:00:00;2;610000;26140
17;15.11.2020 0:00:00;2;610000;25642
18;15.11.2020 0:00:00;2;610000;25084
19;15.11.2020 0:00:00;2;610000;24343
20;15.11.2020 0:00:00;2;610000;23835
21;15.11.2020 0:00:00;2;610000;23612
22;15.11.2020 0:00:00;2;610000;23543
23;15.11.2020 0:00:00;2;610000;23494
0;16.11.2020 0:00:00;2;610000;23964
1;16.11.2020 0:00:00;2;610000;24654
2;16.11.2020 0:00:00;2;610000;25530
3;16.11.2020 0:00:00;2;610000;26010
4;16.11.2020 0:00:00;2;610000;26722
5;16.11.2020 0:00:00;2;610000;27263
6;16.11.2020 0:00:00;2;610000;27008
7;16.11.2020 0:00:00;2;610000;26676
8;16.11.2020 0:00:00;2;610000;26562
9;16.11.2020 0:00:00;2;610000;26751
10;16.11.2020 0:00:00;2;610000;26376
11;16.11.2020 0:00:00;2;610000;26583
12;16.11.2020 0:00:00;2;610000;26834
13;16.11.2020 0:00:00;2;610000;27157
14;16.11.2020 0:00:00;2;610000;27082
15;16.11.2020 0:00:00;2;610000;26667
16;16.11.2020 0:00:00;2;610000;26618
17;16.11.2020 0:00:00;2;610000;26080
18;16.11.2020 0:00:00;2;610000;25482
19;16.11.2020 0:00:00;2;610000;24686
20;16.11.2020 0:00:00;2;610000;24376
21;16.11.2020 0:00:00;2;610000;24220
22;16.11.2020 0:00:00;2;610000;24326
23;16.11.2020 0:00:00;2;610000;24058
0;17.11.2020 0:00:00;2;610000;24350
1;17.11.2020 0:00:00;2;610000;24986
2;17.11.2020 0:00:00;2;610000;25923
3;17.11.2020 0:00:00;2;610000;26638
